Rank,Game Title,Platform,Year,fa,Publisher,North America,Europe,Japan,Rest of World,Global
499,Age of Empires II: The Age of Kings,PC,1999,Strategy,Microsoft Game Studios,2.7,0.07,0,0,2.77
500,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,1.33,1.12,0,0.31,2.77
501,Missile Command,2600,1980,Shooter,Atari,2.56,0.17,0,0.03,2.76
502,Yoshi's Island DS,DS,2006,Platform,Nintendo,1.44,0.07,1.1,0.15,2.75
503,Mario Paint,SNES,1992,Misc,Nintendo,1.43,0.54,0.71,0.07,2.75
504,Battlefield 3,PC,2011,Shooter,Electronic Arts,0.86,1.39,0,0.49,2.74
505,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.03,1.21,0.03,0.47,2.74
506,Need for Speed: Most Wanted - A Criterion Game,PS3,2012,Racing,Electronic Arts,0.67,1.41,0.06,0.6,2.73
507,Pokemon Stadium 2,N64,2000,Strategy,Nintendo,1.02,0.36,1.13,0.23,2.73
508,Metroid,NES,1986,Adventure,Nintendo,1.33,0.31,1.04,0.05,2.73
509,Saints Row: The Third,X360,2011,Action,THQ,1.21,1.14,0.07,0.3,2.72
510,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,1.17,0.95,0.17,0.42,2.71
511,FIFA Soccer 14,PS4,2013,Sports,Electronic Arts,0.55,1.77,0.1,0.3,2.71
512,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.4,0.94,0,0.36,2.71
513,Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.2,1.19,0.04,0.29,2.71
514,Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,0.42,0.27,1.96,0.06,2.71
515,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,1.4,0.84,0.09,0.37,2.71
516,The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,1.75,0.52,0.33,0.1,2.7
517,Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7
518,Mario Party,N64,1998,Misc,Nintendo,1.25,0.53,0.87,0.05,2.7
519,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,1.85,0.64,0.01,0.19,2.69
520,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.67,0.76,0,0.25,2.68
521,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,1.23,1.11,0,0.34,2.68
522,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.88,0.51,0,0.29,2.68
523,Call of Duty 3,X360,2006,Shooter,Activision,1.47,0.92,0.02,0.27,2.67
524,Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,1.95,0.63,0,0.09,2.67
525,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,1.63,0.51,0.35,0.18,2.67
526,Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67
527,Medal of Honor,PS,1998,Shooter,Electronic Arts,1.44,1.09,0,0.14,2.67
528,Fable,XB,2004,Role-Playing,Microsoft Game Studios,1.99,0.58,0,0.09,2.66
529,FIFA 15,X360,2014,Sports,Electronic Arts,0.62,1.74,0,0.3,2.66
530,Madden NFL 12,X360,2011,Sports,Electronic Arts,2.39,0.11,0,0.16,2.66
531,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.72,0.89,0.26,2.65
532,Hannah Montana,DS,2006,Action,Disney Interactive Studios,1.59,0.8,0,0.26,2.65
533,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,1.15,1.11,0,0.4,2.65
534,Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,0,0,2.65,0,2.65
535,Madden NFL 11,X360,2010,Sports,Electronic Arts,2.35,0.12,0,0.18,2.65
536,Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo,2,0.5,0.12,0.03,2.65
537,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.68,1.38,0.04,0.52,2.63
538,Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,2,0.47,0.02,0.14,2.63
539,Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.13,1.14,0.13,0.23,2.63
540,Guitar Hero: World Tour,X360,2008,Misc,Activision,1.75,0.63,0,0.24,2.63
541,ESPN NFL 2K5,PS2,2004,Sports,Sega,2.15,0.12,0,0.36,2.62
542,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,0.85,1.11,0.01,0.66,2.62
543,Professor Layton and the Last Specter,DS,2009,Adventure,Nintendo,0.27,1.34,0.68,0.33,2.62
544,Tekken: Dark Resurrection,PSP,2006,Fighting,Sony Computer Entertainment,0.76,1.09,0.12,0.65,2.62
545,L.A. Noire,X360,2011,Adventure,Take-Two Interactive,1.46,0.91,0.02,0.23,2.62
546,Harry Potter and the Chamber of Secrets,PS2,2002,Adventure,Electronic Arts,0.9,1.22,0.04,0.44,2.61
547,FIFA Soccer 10,X360,2009,Sports,Electronic Arts,0.58,1.78,0.01,0.23,2.6
548,Streets of Rage,GEN,1990,Action,Sega,1.86,0.55,0.11,0.08,2.6
549,NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.03,0.21,0,0.35,2.59
550,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,1.4,0.88,0.03,0.26,2.58
551,Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57
552,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,1.65,0.78,0,0.14,2.57
553,Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.04,1.04,0.24,0.24,2.57
554,Medal of Honor,X360,2010,Shooter,Electronic Arts,1.52,0.8,0.04,0.21,2.57
555,Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.14,0.08,0,0.35,2.57
556,Style Savvy,DS,2008,Simulation,Nintendo,0.62,0.81,0.96,0.18,2.57
557,NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.26,0.14,0.01,0.15,2.56
558,Titanfall,XOne,2014,Shooter,Electronic Arts,1.66,0.69,0.04,0.19,2.56
559,God of War Collection,PS3,2009,Action,Sony Computer Entertainment,1.68,0.43,0.06,0.4,2.56
560,Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,0.36,0.27,1.75,0.18,2.56
561,Sonic Adventure 2 Battle,GC,2001,Platform,Sega,1.7,0.59,0.21,0.07,2.56
562,Dragon Quest II,NES,1987,Role-Playing,Enix Corporation,0.15,0,2.41,0,2.56
563,FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,0.46,1.62,0.04,0.42,2.55
564,Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo,0.98,0.52,0.92,0.13,2.54
565,World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,Activision,2.41,0.13,0,0,2.54
566,Pokemon Colosseum,GC,2003,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.54
567,Space Invaders,2600,N/A,Shooter,Atari,2.36,0.14,0,0.03,2.53
568,Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment,0.91,1.09,0.08,0.45,2.53
569,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.73,0.55,0.03,0.22,2.53
570,Destiny,XOne,2014,Action,Activision,1.68,0.71,0,0.13,2.52
571,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52
572,Perfect Dark,N64,2000,Action,Nintendo,1.55,0.75,0.16,0.06,2.52
573,Halo Wars,X360,2009,Strategy,Microsoft Game Studios,1.46,0.79,0.04,0.23,2.52
574,Madden NFL 09,X360,2008,Sports,Electronic Arts,2.2,0.12,0,0.2,2.52
575,Dragon Quest,NES,1986,Role-Playing,Capcom,0.49,0,0.52,1.51,2.52
576,Art Academy,DS,2010,Misc,Nintendo,0.25,1.65,0.33,0.28,2.51
577,LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,0.61,1.21,0.01,0.68,2.51
578,PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment,0.13,0.07,0.26,2.05,2.5
579,Mario Party 2,N64,1999,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5
580,Youkai Watch 2 Shinuchi,3DS,2014,Role-Playing,Level 5,0,0,2.5,0,2.5
581,Grand Theft Auto: Episodes from Liberty City,X360,2009,Adventure,Take-Two Interactive,0.99,1.21,0.03,0.27,2.5
582,Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,1.11,0.85,0.29,0.25,2.49
583,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive,1.84,0.56,0,0.09,2.49
584,Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games,1.81,0.52,0,0.15,2.49
585,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.28,0.02,0,0.19,2.49
586,Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive,1.15,1.14,0.06,0.13,2.48
587,Madden NFL 13,PS3,2012,Sports,Electronic Arts,2.06,0.22,0,0.2,2.48
588,Game Party,Wii,2007,Misc,Midway Games,1.47,0.77,0,0.24,2.48
589,Mario Party 4,GC,2002,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47
590,Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,1.28,1.06,0,0.13,2.47
591,Pure,X360,2008,Racing,Disney Interactive Studios,1.37,0.84,0,0.24,2.46
592,Skylanders Giants,Wii,2012,Action,Activision,1.46,0.79,0,0.2,2.46
593,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,0,0,2.43,0.02,2.45
594,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45
595,Rock Band,X360,N/A,Misc,Electronic Arts,1.91,0.33,0,0.21,2.45
596,Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,1.13,0.83,0.1,0.38,2.44
597,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,2.12,0.25,0,0.07,2.44
598,The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,1.07,1.19,0,0.18,2.43
599,Saints Row: The Third,PS3,2011,Action,THQ,0.84,1.03,0.18,0.38,2.43
600,Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb,1.52,0.82,0,0.1,2.43
601,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.13,0.68,0.44,0.17,2.42
602,Sonic Adventure,DC,1998,Platform,Sega,1.26,0.61,0.46,0.08,2.42
603,Ice Hockey,NES,1988,Sports,Nintendo,1.27,0.32,0.78,0.05,2.42
604,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,1.63,0.22,0.51,0.06,2.41
605,ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,2.07,0.26,0,0.08,2.41
606,Dino Crisis,PS,1998,Action,Capcom,0.81,0.76,0.7,0.14,2.41
607,uDraw Studio,Wii,2010,Misc,THQ,1.64,0.57,0,0.2,2.41
608,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,0.69,0,0.04,1.68,2.41
609,Tetris Plus,PS,1996,Puzzle,JVC,2.1,0.24,0,0.07,2.4
610,LEGO Harry Potter: Years 1-4,Wii,2010,Adventure,Warner Bros. Interactive Entertainment,1.28,0.9,0,0.23,2.4
611,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,0.86,0.96,0,0.58,2.4
612,NBA 2K13,PS3,2012,Action,Take-Two Interactive,1.67,0.42,0.05,0.27,2.4
613,pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,0.28,1.17,0.54,0.41,2.4
614,Pro Wrestling,NES,1987,Fighting,Nintendo,0.77,0.18,1.42,0.03,2.4
615,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,1.54,0.6,0.02,0.23,2.39
616,Frogger's Adventures: Temple of the Frog,GBA,N/A,Adventure,Konami Digital Entertainment,2.15,0.18,0,0.07,2.39
617,Monopoly,PC,1994,Misc,Hasbro Interactive,1.49,0.81,0,0.1,2.39
618,,GEN,1993,,Acclaim Entertainment,1.78,0.53,0,0.08,2.39
619,Theme Hospital,PC,1997,Strategy,Electronic Arts,2.3,0.09,0,0,2.39
620,Tomb Raider (2013),PS3,2013,Action,Square Enix,0.57,1.21,0.08,0.52,2.39
621,Guitar Hero,PS2,2005,Misc,RedOctane,1.67,0.61,0.03,0.07,2.38
622,WCW/nWo Revenge,N64,1998,Fighting,THQ,1.94,0.39,0.03,0.02,2.38
623,Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment,1.16,0.91,0,0.3,2.38
624,Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.64,0.57,0,0.16,2.37
625,The Incredibles,PS2,2004,Action,THQ,0.96,1.08,0.04,0.3,2.37
626,Tony Hawk's Underground 2,PS2,2004,Sports,Activision,1.25,0.86,0.01,0.26,2.37
627,Half-Life 2,PC,2004,Shooter,Vivendi Games,2.28,0.01,0.08,0,2.37
628,LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,1.41,0.74,0,0.22,2.37
629,Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,1.5,0.52,0.05,0.29,2.36
630,Kirby's Dream Land 2,GB,1995,Platform,Nintendo,0.69,0.14,1.48,0.05,2.36
631,Madden NFL 08,X360,2007,Sports,Electronic Arts,2.17,0.01,0,0.18,2.36
632,Madden NFL 10,PS3,2009,Sports,Electronic Arts,2.02,0.13,0,0.21,2.36
633,Donkey Kong Land 2,GB,1996,Platform,Nintendo,1.39,0.48,0.4,0.08,2.35
634,Dragon Quest Monsters,GB,1998,Role-Playing,Eidos Interactive,0,0,2.34,0.01,2.35
635,Madden NFL 11,PS3,2010,Sports,Electronic Arts,2.02,0.15,0,0.19,2.35
636,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,1.4,0.69,0.04,0.22,2.34
637,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,0.92,0,0.01,1.41,2.34
638,Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,1.08,0.7,0.34,0.21,2.34
639,Dead Island,X360,2011,Action,Deep Silver,1.45,0.69,0,0.19,2.34
640,LEGO Indiana Jones: The Original Adventures,Wii,N/A,Adventure,LucasArts,1.51,0.6,0,0.21,2.32
641,Mario Tennis,N64,2000,Sports,Nintendo,0.78,0.4,1.06,0.07,2.32
642,My Fitness Coach,Wii,2008,Sports,Ubisoft,1.18,0.9,0,0.24,2.32
643,Grand Theft Auto,PS,1997,Action,Take-Two Interactive,0.79,1.35,0.04,0.14,2.32
644,James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31
645,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,1.58,0.64,0,0.09,2.31
646,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,0.28,0,2.02,0.01,2.31
647,Cool Boarders 3,PS,1998,Sports,989 Studios,1.65,0.46,0.1,0.1,2.31
648,Skate 3,X360,2010,Sports,Electronic Arts,1.26,0.84,0,0.21,2.3
649,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,1.69,0.42,0.02,0.17,2.3
650,WarioWare Touched!,DS,2004,Puzzle,Nintendo,0.51,0.45,1.21,0.13,2.29
651,Zumba Fitness,X360,2010,Sports,505 Games,1.68,0.44,0,0.17,2.29
652,Tomb Raider II,PC,1997,Adventure,Eidos Interactive,0.91,1.25,0,0.13,2.29
653,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,1.34,0.72,0.02,0.21,2.29
654,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,1.38,0.8,0,0.1,2.28
655,NBA 2K14,X360,2013,Sports,Take-Two Interactive,1.95,0.18,0,0.14,2.28
656,Mario Bros.,NES,1983,Platform,Nintendo,0.51,0.12,1.63,0.02,2.28
657,FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28
658,Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28
659,TOCA Championship Racing,PS,1997,Racing,Codemasters,0.07,2,0.02,0.18,2.28
660,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,0.94,0.53,0.62,0.18,2.27
661,Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27
662,Wario Land 4,GBA,2001,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26
663,Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,1.61,0.45,0.01,0.19,2.26
664,Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom,0.62,0.44,1.06,0.13,2.25
665,Cool Boarders 2,PS,1997,Sports,UEP Systems,1.52,0.46,0.2,0.08,2.25
666,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25
667,Sonic Advance,GBA,2001,Platform,Sega,1.19,0.71,0.22,0.13,2.24
668,LEGO Harry Potter: Years 1-4,DS,2010,Adventure,Warner Bros. Interactive Entertainment,1.06,0.96,0,0.22,2.24
669,Call of Duty 3,Wii,N/A,Shooter,Activision,1.17,0.84,0,0.23,2.23
670,Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games,1.29,0.83,0,0.11,2.23
671,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.05,0.91,0.04,0.23,2.23
672,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment,1.74,0.25,0.21,0.03,2.23
673,Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment,1.09,0.85,0,0.28,2.23
674,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,0.92,1.05,0.05,0.21,2.23
675,Prince of Persia: The Sands of Time,PS2,2003,Adventure,Ubisoft,0.88,1.03,0,0.31,2.22
676,The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo,1,0.63,0.45,0.13,2.22
677,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.38,0.52,0.02,0.3,2.22
678,Just Dance Kids,Wii,2010,Misc,Ubisoft,1.51,0.52,0,0.18,2.21
679,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,0.65,0.4,1.05,0.11,2.21
680,Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix,0.49,0.5,0.91,0.31,2.21
681,Resident Evil 4,Wii,2007,Action,Capcom,1.31,0.55,0.14,0.2,2.21
682,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom,1.06,0.82,0.05,0.28,2.21
683,Killzone: Shadow Fall,PS4,2013,Action,Sony Computer Entertainment,0.82,1.1,0.07,0.21,2.2
684,Frogger,2600,1981,Action,Parker Bros.,2.06,0.12,0,0.02,2.2
685,Pro Baseball Family Stadium,NES,1986,Sports,Namco Bandai Games,0.15,0,2.05,0,2.2
686,Wario Land 3,GB,2000,Platform,Nintendo,1.11,0.51,0.34,0.23,2.2
687,High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios,1.06,0.91,0,0.23,2.2
688,LEGO Indiana Jones: The Original Adventures,DS,2008,Adventure,Activision,1.4,0.59,0,0.2,2.19
689,Madden NFL 12,PS3,2011,Sports,Electronic Arts,1.88,0.15,0,0.16,2.19
690,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,1.68,0.44,0,0.08,2.19
691,Donkey Kong Country,GB,2000,Platform,Nintendo,1.04,0.72,0.3,0.13,2.19
692,Kirby's Pinball Land,GB,1992,Misc,Nintendo,0.87,0.17,1.1,0.05,2.19
693,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,1.01,0.74,0.07,0.37,2.19
694,Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment,0,0,2.17,0.01,2.18
695,Rock Band 2,X360,2008,Misc,Electronic Arts,1.76,0.23,0,0.18,2.18
696,ATV Offroad Fury 2,PS2,2002,Racing,THQ,1.92,0.2,0,0.06,2.18
697,Pro Evolution Soccer 2012,PS3,2011,Sports,Konami Digital Entertainment,0.33,0.96,0.55,0.33,2.18
698,Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo,1.48,0.17,0.47,0.06,2.17
699,Saints Row,X360,2006,Action,THQ,1.16,0.77,0.02,0.22,2.17
700,Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo,1.6,0.46,0.08,0.03,2.17
701,Tennis,NES,1984,Sports,Nintendo,0.48,0.11,1.56,0.02,2.17
702,Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,1,0.96,0,0.2,2.17
703,BioShock 2,X360,2010,Shooter,Take-Two Interactive,1.42,0.54,0.02,0.19,2.16
704,Dead Island,PS3,2011,Action,Deep Silver,1.04,0.68,0.15,0.29,2.16
705,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,0.96,0.84,0,0.37,2.16
706,The Sims: House Party,PC,2001,Simulation,Electronic Arts,1.23,0.83,0,0.1,2.16
707,Syphon Filter 2,PS,2000,Shooter,Sony Computer Entertainment,1.5,0.55,0.02,0.08,2.15
708,Sonic Unleashed,Wii,2008,Platform,Sega,1.26,0.67,0.02,0.21,2.15
709,Guitar Hero II,X360,2007,Misc,Activision,1.97,0.02,0,0.16,2.15
710,Volleyball,NES,1987,Sports,Nintendo,0.14,0.03,1.98,0,2.15
711,Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,0.97,0.74,0.04,0.4,2.15
712,Pokemon Ranger,DS,2006,Role-Playing,Nintendo,1.27,0.03,0.73,0.12,2.14
713,Mahjong,NES,1983,Misc,Nintendo,0.01,0,2.13,0,2.14
714,Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo,0.66,0,1.45,0.03,2.14
715,SimCity 2000,PC,1992,Simulation,Maxis,1.2,0.84,0,0.1,2.14
716,R.C. Pro-Am,NES,1988,Racing,Nintendo,1.47,0.38,0.19,0.1,2.14
717,Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,0.99,0.8,0,0.35,2.14
718,Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,1.65,0.29,0.02,0.17,2.13
719,Demon Attack,2600,1981,Shooter,Imagic,1.99,0.12,0,0.02,2.13
720,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,1.06,0.34,0.62,0.11,2.13
721,Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,1.04,0.81,0,0.27,2.13
722,Final Fantasy Tactics Advance,GBA,2003,Action,SquareSoft,0.82,0.37,0.89,0.05,2.13
723,The Sims 3,X360,2010,Simulation,Electronic Arts,1.16,0.77,0,0.19,2.13
724,Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,1.26,0.58,0,0.28,2.13
725,Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12
726,Golf,GB,1989,Sports,Nintendo,0.83,0.33,0.92,0.04,2.12
727,Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,0.51,1.02,0,0.58,2.11
728,Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,1.48,0.46,0,0.17,2.11
729,Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,1.24,0.66,0.01,0.2,2.11
730,Tony Hawk's Pro Skater,N64,2000,Sports,Activision,1.68,0.4,0,0.03,2.11
731,Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11
732,PES 2009: Pro Evolution Soccer,PS3,2008,Sports,Konami Digital Entertainment,0.11,1.33,0.4,0.26,2.11
733,Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei,0.63,0.21,1.13,0.13,2.11
734,Parasite Eve,PS,1998,Role-Playing,SquareSoft,0.94,0.07,1.05,0.04,2.1
735,Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,THQ,1.17,0.72,0,0.22,2.1
736,Project Gotham Racing (JP weekly sales),XB,2002,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1
737,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,0.98,0.69,0.1,0.33,2.1
738,Tetris DS,DS,2006,Puzzle,Nintendo,0.63,0.05,1.35,0.08,2.1
739,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,1.15,0.6,0.04,0.31,2.1
740,Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,0.99,0.63,0.29,0.19,2.09
741,Derby Stallion,PS,1997,Sports,ASCII Entertainment,0,0,1.96,0.14,2.09
742,Finding Nemo,PS2,2003,Action,THQ,1.26,0.6,0.05,0.18,2.09
743,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.73,0.9,0.03,0.43,2.09
744,Hitman: Absolution,PS3,2012,Action,Square Enix,0.55,1.03,0.07,0.44,2.09
745,Guild Wars 2,PC,2012,Role-Playing,NCSoft,0.88,0.92,0,0.28,2.08
746,Tetris Worlds,PS2,2002,Puzzle,THQ,1.11,0.71,0,0.27,2.08
747,Mario Party 5,GC,2003,Misc,Nintendo,0.97,0.33,0.73,0.06,2.08
748,Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,0.89,1.08,0,0.11,2.08
749,Sim Theme Park,PC,1998,Strategy,Electronic Arts,2.04,0.04,0,0,2.08
750,Spec Ops: Airborne Commando,PS,2002,Shooter,Take-Two Interactive,1.54,0.46,0,0.08,2.07
