Rank,Game Title,Platform,Year,fa,Publisher,North America,Europe,Japan,Rest of World,Global
751,Rock Band,Wii,N/A,Misc,MTV Games,1.32,0.55,0,0.2,2.07
752,Madden NFL 25,X360,2013,Sports,Electronic Arts,1.89,0.06,0,0.12,2.07
753,Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,1.35,0.52,0,0.2,2.07
754,Final Fantasy III,DS,2006,Role-Playing,Square Enix,0.88,0.04,1.07,0.09,2.07
755,The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,0.92,0.93,0,0.22,2.07
756,NBA 2K12,PS3,2011,Sports,Take-Two Interactive,1.58,0.26,0.05,0.17,2.07
757,Mario Sports Mix,Wii,2010,Sports,Nintendo,0.88,0.44,0.63,0.12,2.07
758,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,Konami Digital Entertainment,1.64,0.36,0,0.07,2.07
759,World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,1.76,0.31,0,0,2.06
760,The Incredibles,GBA,2004,Action,THQ,1.15,0.77,0.04,0.1,2.06
761,Pokemon Mystery Dungeon: Red Rescue Team,GBA,2005,Role-Playing,Nintendo,0.71,0.52,0.74,0.08,2.06
762,New Super Luigi U,WiiU,2013,Platform,Nintendo,1.19,0.56,0.16,0.15,2.06
763,Dead Rising,X360,2006,Action,Capcom,1.13,0.64,0.08,0.2,2.06
764,R4: Ridge Racer Type 4,PS,1998,Racing,Namco Bandai Games,0.68,0.46,0.79,0.13,2.06
765,SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games,1.06,0.62,0.13,0.25,2.06
766,Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft,1.4,0.52,0,0.13,2.05
767,UFC 2009 Undisputed,X360,2009,Fighting,THQ,1.47,0.39,0,0.18,2.05
768,Sonic Mega Collection,GC,2002,Misc,Infogrames,1.47,0.48,0.05,0.06,2.05
769,NBA 2K11,X360,2010,Sports,Take-Two Interactive,1.81,0.11,0.01,0.12,2.05
770,Wipeout: The Game,Wii,2009,Misc,Mindscape,1.94,0,0,0.11,2.05
771,NBA Jam,GEN,1992,Sports,Arena Entertainment,1.75,0.25,0,0.05,2.05
772,Kirby's Epic Yarn,Wii,2010,Platform,Nintendo,1.41,0.09,0.45,0.1,2.05
773,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment,1.74,0.02,0,0.28,2.04
774,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft,0.71,1.02,0,0.31,2.04
775,Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,1.03,0.79,0.01,0.21,2.04
776,Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,0.62,0.98,0.05,0.39,2.04
777,Donkey Kong Country,GBA,2003,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04
778,Toy Story 3: The Video Game,DS,2010,Action,Disney Interactive Studios,0.88,0.94,0.02,0.21,2.04
779,Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,1.75,0.1,0.02,0.17,2.04
780,Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,Ubisoft,1.18,0.62,0.04,0.19,2.03
781,1080 TenEighty Snowboarding,N64,1998,Sports,Nintendo,1.25,0.61,0.13,0.05,2.03
782,NBA Live 2004,PS2,2003,Sports,Electronic Arts,1.57,0.18,0,0.27,2.03
783,Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,0.44,0.39,0.96,0.23,2.02
784,Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.71,0.9,0.04,0.37,2.02
785,Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,0.72,1.07,0,0.23,2.02
786,PGR4 - Project Gotham Racing 4,X360,2007,Racing,Microsoft Game Studios,0.47,1.27,0.02,0.25,2.02
787,Carnival Games,DS,2008,Misc,Take-Two Interactive,1.2,0.63,0,0.19,2.02
788,Borderlands,PS3,2009,Shooter,Take-Two Interactive,1.15,0.59,0,0.28,2.02
789,Pokemon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,1.15,0.04,0.83,0,2.02
790,Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,0.6,0.41,0.75,0.25,2.01
791,Dance Central 2,X360,2011,Misc,Microsoft Game Studios,1.43,0.41,0.01,0.16,2.01
792,Super Street Fighter II,SNES,1993,Fighting,Nintendo,0.52,0.16,1.29,0.03,2
793,Just Dance 3,X360,2011,Misc,Ubisoft,1.46,0.38,0,0.16,2
794,TouchMaster,DS,2007,Puzzle,Midway Games,0.48,1.27,0,0.24,1.99
795,Grand Theft Auto: Episodes from Liberty City,PS3,2010,Adventure,Take-Two Interactive,0.56,0.95,0.13,0.36,1.99
796,Tenchu: Stealth Assassins,PS,1997,Action,Activision,0.95,0.64,0.27,0.13,1.99
797,Tennis,GB,1989,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99
798,Harry Potter and the Chamber of Secrets,GBA,2002,Adventure,Electronic Arts,1.21,0.64,0.05,0.09,1.99
799,Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,1.55,0.3,0,0.14,1.99
800,Need for Speed: The Run,PS3,2011,Racing,Electronic Arts,0.56,1.03,0.03,0.36,1.98
801,Harry Potter and the Chamber of Secrets,PS,2002,Adventure,Electronic Arts,0.75,1.09,0.02,0.12,1.98
802,SimCity,SNES,1991,Simulation,Nintendo,0.93,0.27,0.75,0.04,1.98
803,Spyro: Enter the Dragonfly,PS2,2002,Platform,Universal Interactive,0.74,0.95,0,0.28,1.97
804,Devil May Cry 2,PS2,2003,Action,Capcom,0.71,0.58,0.51,0.17,1.97
805,Call of Duty 2,X360,2005,Shooter,Activision,1.77,0.04,0.01,0.15,1.97
806,E.T.: The Extra Terrestrial,2600,1981,Action,Atari,1.84,0.11,0,0.02,1.97
807,Skylanders SWAP Force,Wii,2013,Platform,Activision,1.13,0.67,0,0.17,1.97
808,Dead Space,PS3,2008,Action,Electronic Arts,1.03,0.64,0,0.29,1.96
809,Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,1.05,0.25,0.53,0.13,1.96
810,Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,0.71,0.49,0.54,0.22,1.96
811,Rad Racer,NES,1986,Racing,Nintendo,1.13,0.37,0.41,0.05,1.96
812,Soccer,NES,1985,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96
813,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.2,0.65,0.01,0.1,1.96
814,Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0,0.2,1.95
815,Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1.26,0.61,0,0.09,1.95
816,The 7th Guest,PC,1992,Adventure,Virgin Interactive,1.09,0.77,0,0.09,1.95
817,Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,1.09,0.77,0,0.09,1.95
818,NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,1.69,0.2,0,0.06,1.95
819,Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,0.95,0.74,0,0.25,1.94
820,Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.49,0.5,0.63,0.32,1.94
821,Who wants to be a millionaire,PC,1999,Misc,Disney Interactive Studios,1.94,0,0,0,1.94
822,Alleyway,GB,1989,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94
823,Scooby Doo and the Cyber Chase,PS,2001,Adventure,THQ,0.59,1.23,0,0.13,1.94
824,Kirby Squeak Squad,DS,2006,Platform,Nintendo,0.78,0.02,1.05,0.08,1.94
825,Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,1.09,0.15,0.65,0.04,1.94
826,Portal 2,X360,2011,Shooter,Valve Software,1.3,0.47,0.01,0.15,1.94
827,Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.07,0.65,0.02,0.19,1.94
828,FIFA Soccer 09,X360,2008,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94
829,Jet Moto 2,PS,1997,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94
830,Tom Clancy's Ghost Recon,PS2,2002,Shooter,Ubisoft,1.42,0.4,0,0.12,1.94
831,X-Men Legends,PS2,2004,Role-Playing,Activision,1,0.72,0,0.21,1.93
832,Mortal Kombat II,SNES,1993,Fighting,Acclaim Entertainment,1.48,0.39,0,0.06,1.93
833,Virtua Fighter 2,SAT,1995,Fighting,Sega,0.34,0.26,1.3,0.03,1.93
834,Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,1.1,0.68,0.01,0.13,1.93
835,Tetris DX,GB,1998,Puzzle,Nintendo,1.06,0.6,0.2,0.07,1.93
836,Call of Duty: World at War,Wii,2008,Shooter,Activision,1.17,0.58,0,0.18,1.93
837,Burnout Paradise,PS3,2008,Racing,Electronic Arts,0.99,0.62,0.02,0.3,1.93
838,The Legend of Zelda: Oracle of Ages / Seasons,GB,2001,Adventure,Nintendo,0.92,0.53,0.41,0.06,1.92
839,Red Faction,PS2,2001,Shooter,THQ,0.76,0.96,0,0.2,1.92
840,The Sims: Makin' Magic,PC,2003,Simulation,Electronic Arts,1.03,0.8,0,0.09,1.92
841,MX Unleashed,PS2,2004,Racing,THQ,0.94,0.73,0,0.25,1.92
842,PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.92
843,Mario Party 3,N64,2000,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91
844,Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9
845,Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.72,0.96,0.01,0.22,1.9
846,Forza: Horizon,X360,2012,Racing,Microsoft Game Studios,0.78,0.9,0.04,0.18,1.89
847,Mortal Kombat vs DC Universe,PS3,2008,Fighting,Midway Games,1.42,0.28,0,0.2,1.89
848,Resident Evil 6,X360,2012,Action,Capcom,1.08,0.59,0.07,0.15,1.89
849,NBA 2K14,PS3,2013,Sports,Take-Two Interactive,1.34,0.3,0.04,0.21,1.89
850,Skate 3,PS3,2010,Sports,Electronic Arts,0.74,0.81,0,0.33,1.89
851,Guitar Hero: World Tour,PS3,2008,Misc,Activision,1.07,0.54,0,0.27,1.88
852,Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,Konami Digital Entertainment,1.37,0.44,0,0.08,1.88
853,Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,0.92,0.72,0,0.24,1.88
854,Hot Shots Golf 2,PS,1999,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88
855,Game Party 2,Wii,2008,Misc,Midway Games,1.28,0.43,0,0.17,1.88
856,Medal of Honor: European Assault (All Region sales),PS2,2005,Shooter,Electronic Arts,0.89,0.69,0.09,0.21,1.88
857,WCW Nitro,PS,1998,Fighting,THQ,1.42,0.36,0.03,0.07,1.88
858,Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.47,0,0.29,0.12,1.87
859,High School Musical: Sing It!,PS2,2007,Misc,Disney Interactive Studios,0.47,0.08,0,1.33,1.87
860,Star Fox Adventures,GC,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87
861,Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.55,0.14,0,0.18,1.87
862,FIFA 2000,PS,1998,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87
863,Monopoly,Wii,2008,Misc,Electronic Arts,0.85,0.82,0,0.2,1.87
864,Dynasty Warriors 3,PS2,2001,Action,THQ,0.53,0.16,1.07,0.1,1.87
865,The Legend of Zelda: Oracle of Seasons,GB,2001,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86
866,Madden NFL 06,XB,2005,Sports,Electronic Arts,1.75,0.03,0,0.08,1.86
867,Shrek 2,PS2,2004,Platform,Activision,1.12,0.69,0.03,0.02,1.86
868,The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86
869,Turok 2: Seeds of Evil,N64,1997,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86
870,Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.03,0.65,0,0.18,1.86
871,SingStar,PS2,2004,Misc,Sony Computer Entertainment,0,1.37,0,0.49,1.86
872,NBA Live 2002,PS2,2001,Sports,Electronic Arts,0.91,0.71,0,0.24,1.86
873,Chrono Cross,PS,1999,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86
874,Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0,0.03,1.85
875,BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.16,0.53,0.02,0.15,1.85
876,Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85
877,Pinball,NES,1984,Action,Nintendo,0.8,0.19,0.83,0.03,1.85
878,The Sims 3,PS3,2010,Simulation,Electronic Arts,0.69,0.8,0.02,0.33,1.84
879,Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,Unknown,0,1.1,0.42,0.33,1.84
880,Tomb Raider (2013),X360,2013,Action,Square Enix,0.82,0.83,0.01,0.17,1.84
881,Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.11,0.55,0,0.18,1.84
882,NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0,0.25,1.84
883,"Hey You, Pikachu!",N64,1998,Simulation,Nintendo,0.83,0.06,0.93,0,1.83
884,2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,THQ,1.31,0.49,0,0.03,1.83
885,Jet Moto,PS,1996,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83
886,Mario & Luigi: Dream Team,3DS,2013,Action,Nintendo,0.82,0.45,0.45,0.11,1.83
887,Secret of Mana,SNES,1993,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83
888,Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,0.82,0.81,0,0.2,1.83
889,Phineas and Ferb,DS,2009,Action,Disney Interactive Studios,1.31,0.37,0,0.15,1.83
890,Air Combat,PS,1995,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83
891,Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,Sony Computer Entertainment,1.03,0.51,0.03,0.25,1.82
892,Sonic & Knuckles,GEN,1994,Platform,Sega,1.24,0.43,0.03,0.12,1.82
893,GoldenEye 007 (2010),Wii,2010,Action,Activision,0.83,0.7,0.13,0.16,1.82
894,Namco Museum,PS2,2001,Misc,Namco Bandai Games,1.73,0.07,0,0.02,1.82
895,The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0,0,0,1.82
896,DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,1.05,0.59,0,0.18,1.81
897,Crazy Taxi,DC,2000,Racing,Sega,1.1,0.51,0.12,0.08,1.81
898,Virtua Fighter 4,PS2,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81
899,Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,0.88,0.69,0,0.23,1.81
900,Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,0.55,0.87,0.06,0.32,1.8
901,Guitar Hero: World Tour,PS2,2008,Misc,Activision,1,0.03,0,0.77,1.8
902,Sonic Advance 2,GBA,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8
903,NFL GameDay 2000,PS,1999,Sports,989 Studios,1,0.68,0,0.12,1.8
904,Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0,0.01,0.13,1.79
905,The Orange Box,X360,2007,Shooter,Electronic Arts,1.07,0.53,0.02,0.17,1.79
906,World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,0.81,0.75,0,0.23,1.79
907,Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79
908,Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.89,0.73,0.07,0.09,1.79
909,Lego Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,0.95,0.68,0,0.16,1.78
910,Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0.29,0,0.24,1.78
911,SpongeBob SquarePants: SuperSponge,PS,2001,Action,THQ,1.12,0.58,0,0.08,1.78
912,The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78
913,Mortal Kombat vs DC Universe,X360,2008,Fighting,Midway Games,1.41,0.23,0,0.14,1.78
914,50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,0.85,0.76,0,0.16,1.77
915,Kirby 64: The Crystal Shards,N64,2000,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77
916,Final Fantasy II,SNES,1991,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77
917,Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77
918,Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.93,0.32,0.35,0.17,1.77
919,inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,1.01,0.46,0.08,0.22,1.76
920,Sonic Classic Collection,DS,2010,Platform,Sega,0.9,0.7,0,0.17,1.76
921,Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76
922,WWF Attitude,PS,1998,Fighting,Acclaim Entertainment,1.27,0.42,0,0.07,1.76
923,The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0,0.16,1.76
924,Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76
925,High School Musical: Sing It!,Wii,2007,Misc,Disney Interactive Studios,1.15,0.45,0,0.16,1.76
926,Kid Icarus,NES,1986,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76
927,Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76
928,Def Jam: Fight for NY,PS2,2004,Action,Electronic Arts,0.86,0.67,0,0.22,1.76
929,Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,1.23,0.46,0,0.07,1.76
930,State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0.67,0,0.22,1.76
931,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,THQ,1.26,0.47,0,0.03,1.76
932,Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,0.22,0.02,1.49,0.02,1.76
933,The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0,0.29,1.76
934,FIFA 15,XOne,2014,Sports,Electronic Arts,0.43,1.24,0,0.09,1.76
935,Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76
936,Madden NFL 2000,PS,1998,Sports,Electronic Arts,1.68,0.04,0,0.04,1.75
937,NBA 2K11,PS3,2010,Sports,Take-Two Interactive,1.38,0.2,0.03,0.15,1.75
938,Star Wars Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0,0.07,1.75
939,Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75
940,Disney's Aladdin,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75
941,Yoshi,NES,1991,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75
942,Kirby's Adventure,NES,1993,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75
943,FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.06,0.02,0.32,1.75
944,UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.05,0.44,0.01,0.24,1.75
945,Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75
946,2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ,1.25,0.46,0,0.03,1.75
947,Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74
948,Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74
949,Cruis'n USA,N64,1996,Racing,Nintendo,1.69,0.04,0,0.01,1.74
950,Madden NFL 99,PS,1998,Sports,Electronic Arts,1.66,0.04,0,0.04,1.74
951,SSX Tricky,PS2,2001,Sports,Electronic Arts,0.85,0.66,0,0.22,1.73
952,Diablo III,PS3,2013,Role-Playing,Activision,0.6,0.67,0.14,0.33,1.73
953,Crackdown,X360,2007,Shooter,Microsoft Game Studios,0.99,0.53,0.03,0.18,1.73
954,Twisted Metal III,PS,1998,Action,989 Studios,1.48,0.2,0,0.05,1.73
955,Harry Potter and the Sorcerer's Stone,GB,2001,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73
956,Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Universal Interactive,0.95,0.7,0,0.08,1.73
957,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003,Action,Take-Two Interactive,0.85,0.66,0,0.22,1.72
958,Call of Duty: World at War Final Fronts,PS2,2008,Shooter,Activision,0.61,0.18,0,0.94,1.72
959,The Sims 2: University,PC,2005,Simulation,Electronic Arts,1.68,0.04,0,0,1.72
960,Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0,0.08,1.72
961,Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.72
962,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998,Platform,Activision,0.99,0.64,0,0.08,1.71
963,Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,1.05,0.52,0,0.14,1.71
964,Ace Combat 5: The Unsung War,PS2,2004,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71
965,Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.09,0.55,0,0.07,1.71
966,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo,0,0,1.71,0,1.71
967,Tetris Worlds,GBA,2001,Puzzle,THQ,1.25,0.39,0,0.06,1.71
968,Imagine: Teacher,DS,2008,Simulation,Ubisoft,0.7,0.82,0,0.19,1.71
969,The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.17,0.39,0,0.15,1.71
970,Battlefield 4,XOne,2013,Shooter,Electronic Arts,1.12,0.47,0,0.12,1.7
971,FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,0.23,0.24,0,1.23,1.7
972,Just Cause 2,PS3,2010,Action,Square Enix,0.42,0.9,0.06,0.32,1.7
973,Super Puyo Puyo,SNES,1993,Puzzle,Banpresto,0,0,1.69,0.01,1.7
974,Dragon's Dogma,PS3,2012,Adventure,Capcom,0.36,0.43,0.72,0.18,1.7
975,NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0,0.23,1.7
976,Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,0.68,0.82,0,0.19,1.7
977,SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69
978,Deal or No Deal,DS,2007,Misc,Mindscape,1.14,0.4,0,0.15,1.69
979,Jampack Winter '99,PS,1999,Misc,Sony Computer Entertainment,0.94,0.64,0,0.11,1.69
980,Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision Value,1.57,0,0,0.12,1.69
981,WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,1.37,0.28,0.03,0.02,1.69
982,WCW/NWO Thunder,PS,1998,Fighting,THQ,1.1,0.48,0.04,0.07,1.69
983,Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69
984,Hitman: Absolution,X360,2012,Action,Square Enix,0.65,0.86,0.01,0.17,1.69
985,Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,1.52,0.12,0,0.05,1.69
986,LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,0.98,0.55,0,0.15,1.69
987,Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69
988,Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.48,1.12,0,0.08,1.68
989,World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,Oxygen Interactive,0.82,0.64,0,0.22,1.68
990,Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,0.2,0.1,1.35,0.03,1.68
991,NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0,0.04,1.68
992,Yoshi's Cookie,GB,1992,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68
993,Time Crisis,PS,1997,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68
994,The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0,0,0,1.68
995,Metroid Fusion,GBA,2002,Adventure,Nintendo,1.18,0.27,0.17,0.06,1.68
996,SSX 3,PS2,2003,Sports,Electronic Arts,0.93,0.52,0,0.22,1.67
997,Madden NFL 2001,PS,2000,Sports,Electronic Arts,1.58,0.05,0,0.04,1.67
998,Madden NFL 15,X360,2014,Sports,Electronic Arts,1.52,0.06,0,0.1,1.67
999,Star Wars Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0,0.06,1.67
1000,Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.4,0.16,0,0.11,1.67
